"WM-ITAV-3011","Frans niveau Gevorderden","This course extends the knowledge and intensifies the skills, developed in WM-ITAV-3010, with a view to an educational exchange or an internship in a company or institution in France. The focus is on speaking and writing skills.","The course is designed for students with level end B1 , 'Independent user', or minimum 4 years of French in high school. In terms of the levels of the CEF (Common European Framework) the student reaches the level B2 , 'Upper intermediate'.
At B2 level, the student can
- interact with native speakers without strain for either of the parties.
- produce a clear text on a wide range of subjects (study, work, leisure, daily life)
- give coherent arguments and discuss the pros and contras of various options.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35249&&SIS_SwitchLang=en"
"WM0329TU","Ethics and Engineering","In this course you will explore the ethical and social aspects and problems related to technology and to your future work as professional or manager in the design, development, management or control of technology. You will be introduced to and make exercises with a range of relevant aspects and concepts, including professional codes, collective reasoning, philosophical ethics, collective decision making (public choice), ethical aspects of technological risks, responsibility within organisations, responsible conduct of companies and the role of law. You will analyse legal, political and organisational backgrounds to existing and emerging ethical and social problems of technology, and you will explore possibilities for resolving, diminishing or preventing these problems. You will be taught to take a personal position on normative questions and to support it with valid reasoning.","After having completed the course you:
 can better recognise and analyse ethical and social aspects and problems inherent in technology and in the work of professionals and managers active in the design, development, management and control of technology.
 have insight into how these ethical and social aspects and problems are related to legal, political and organisational backgrounds.
 are able to explore and assess possibilities for solving or diminishing existing and emerging ethical and social problems that attach to technology and the work of professionals and managers.
 are able to write an opinion article on ethical or societal aspects of technology, according to academic standards of writing
 are better prepared to perform your future work as a professional or manager in the design, development, production and control of technology in an ethical and socially responsible way.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35260&&SIS_SwitchLang=en"
"WM-ITAV-3010","Frans niveau Intermediaire","The student will brush up his/her knowledge of French(minimum 3 years of French in High School)and develops his/her productive speaking and written skills in practical situations. The focus is on speaking skills. The subjects deal with situations related to a stay in France for an educational exchange or an internship in a company or institution. Attention is also given to knowledge of French culture.","At the end of this course the student reaches level B1, Threshold or Intermediate in terms of the levels of the CEF (Common European Framework).
At level B1 the student can:
- give a description of experiences and events
- give reasons and explanations for opinions and plans
- understand the main points of a clear standard article/text on familiar topics (study,work,leisure)
- produce a simple coherent text on familiar topics","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35248&&SIS_SwitchLang=en"
"WM0348TU","Christian Philosophy: recent developments","Students read a recent book on philosophy of science or philosphy of technology and make an analysis using the ideas and concepts that have been dealt with in courses wm0361tu and wm0371tu.","Students learn to read a philosophical text and analyse it by using a framework from christian philosophy","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35218&&SIS_SwitchLang=en"
"WM-ITAV-2011","Chinese 1","This course is focused on systematically acquiring basic knowledge about the Chinese language. The content covers two aspects, namely learning the Chinese language (Having conversations in Mandarin, with correct pronunciation by using the Chinese transcription system pinyin), and the intercultural factors such as Chinese social behavior and habits, the Chinese educational system, and Chinese economy. Further more, attention will be paid to learning the chinese characters for the further development of reading skills and the next course, Beginners II.

The intended end level of Beginner I is the HSK exam (Chinese proficiency test) A1.

Book: New Practical Chinese reader I with video and audio materials.
Price: 300 euro for students excl. books. You can pay using your PIN card.
The secretariat is open daily from 09.00 a.m. until 12.00 noon. http://www.tbm.tudelft.nl/en/about-faculty/departments/staff-departements/itav/

Course duration: 14 weekly courses of each of about 2  hours, starts in the first period if there are sufficient applications (minimum 10 students).

ECTS: 4 (granting of ECTS is under the judgment of the faculty to which students have been applied).

Test: written exam in the first period and a oral test at the end.","This course is focused on systematically acquiring basic knowledge about the Chinese language. The content covers two aspects, namely learning the Chinese language (Having conversations in Mandarin, with correct pronunciation by using the Chinese transcription system pinyin), and the intercultural factors such as Chinese social behavior and habits, the Chinese educational system, and Chinese economy. Further more, attention will be paid to learning the chinese characters for the further development of reading skills and the next course, Beginners II.

The intended end level of Beginner I is the HSK exam (Chinese proficiency test) A1.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35266&&SIS_SwitchLang=en"
"WM-ITAV-1011","Spanish 2","If you speak Spanish, you can communicate with more than 540 million people in the world!

Spanish is the second most used language in international communication and is the mother tongue of 21 countries.
The Latin American and Spanish culture have a large contribution to art, music and world literature. The student that visits a Spanish-spoken country for internship, work, or as a tourist after following this course, has acquired sufficient skills to deal with every day situations.
The aim of this course is to acquire the skills of understanding, speaking, reading and writing in Spanish.","By the end of the course you will have attained the A1+/A2 level in terms of
the European Frame of Reference for Modern Foreign Languages.
That will imply the following:
 You will improve your grammatical level and extend your vocabulary to such an extent that you will be competent at expressing yourself in a variety of communicative contexts.
 You will be able to communicate effectively on simple everyday tasks linked to the fairly basic and direct exchanging of information on relatively familiar subjects and activities
 You will find that you can hold brief social conversations, though it will still be challenging to independently sustain a conversation","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35245&&SIS_SwitchLang=en"
"SPM6010","System dynamics water specialization","The student selects a water system or water policy problem, and makes an initial model conceptualization. Following approval of the conceptualization as appropriate for a System Dynamics model (by the course coordinator), they then complete the modelling cycle. This involves conceptualizing, specifying, and validating a model on the a water system/policy problem, and then using the model to make recommendations regarding system management or appropriate policy choices. The student documents the model and writes a paper on the problem application.
The student may also use the model in a workshop setting with stakeholders.","Upon completion of the course, the student:
* can build a System Dynamics model of a water system or water policy problem in Vensim (and/or Powersim);
* can document a System Dynamics model;
* can use the System Dynamics model to advise on appropriate policy and management actions;
* can write a paper on the application of System Dynamics to water system management or a water policy problem.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35215&&SIS_SwitchLang=en"
"SPM5931","Internship","An external project or internship is an elective part of the MSc SEPAM program. MoT and EPA students are permitted to do an external project instead of the 9 ECTS of electives. In principle, SEPAM students can only do this kind of internship outside the compulsory program. An internship cannot be part of the 15 ECTS specialization.

The number of available projects is limited and varies in time; consequently the availability cannot be guaranteed. Besides the offered projects, students are encouraged to organize their own external project.

The work must comply with the following requirements:
- authorization in advance is given by the Board of Examiners,
- the student takes care that the required documents are completed. These documents can be applied for to the module manager
- the work is done in a professional environment: in a company or an authority (e.g. a government)outside the university,
- the external supervisor and the SEPAM/MoT/EPA lecturer are known and committed,
- the student is registered as master student during the duration of the external project (the work may be done part-time),

Contents wise, the work must have the following characteristics:
- the work contains research on a SEPAM/MoT/EPA-relevant subject and/or design of a SEPAM/MoT/EPA-relevant object,
- the work has clear design and/or engineering component(s),
- the focus should be on socio-technical system design of preferably large-scale technological systems,
- problems should deal with a multi-actor environment,
- the work should result in a written report, with clear argumentation, with a clear structure containing problem description and boundaries, problem statement, objective, research question(s), research and/or design process, research and/or design results, conclusions and recommendations and a list of references. The report will be assessed.","The aim of the external project is:
- to get familiar with SEPAM/MoT/EPA practices by working in a professional environment,
- to apply the knowledge you learned from the university in a practical problem,
- to deal with complex issues both systematically and creatively and
- to demonstrate functioning in a professional, preferably multi-disciplinary team","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=38014&&SIS_SwitchLang=en"
"WM-ITAV-1012","Spanish 3","If you speak Spanish, you can communicate with more than 540 million people in the world!

Spanish is the second most used language in international communication and is the mother tongue of 21 countries.
The Latin American and Spanish culture have a large contribution to art, music and world literature. The student that visits a Spanish-spoken country for internship, work, or as a tourist after following this course, has acquired sufficient skills to deal with every day situations.
The aim of this course is to acquire the skills of understanding, speaking, reading and writing in Spanish.","By the end of the course, you will have attained an A2+/B1 level
(European Frame of Reference for Modern Foreign Languages).

 The aim is to expand your speaking and reading skills so that you are able to communicate more confidently
 You will learn how to read and discuss simple newspaper articles
 You will discover how to write brief, simple texts in a correct fashion
 You will be given the tools to discuss a number of everyday topics

This Spanish course is designed for students who have already mastered the more complex structural facets of the Spanish language and who have a good grasp of its vocabulary. During this course, you will find that you move from expressing yourself at a functional level to achieving a certain level of insight into the language as well as a greater understanding of the Spanish way of life.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35246&&SIS_SwitchLang=en"
"WM-ITAV-2012","Chinese 2","This is a follow-up course of Beginners I, which includes the second part of the course book I and three lessons from book II.

The intended end level of Beginner II is the HSK exam (Chinese proficiency test) A2

Book: New Practical Chinese reader I with video and audio material.

Price: 300 euro for students excl. books. You can pay using your PIN card.
The secretariat is open daily from 09.00 a.m. until 12.00 noon. http://www.tbm.tudelft.nl/en/about-faculty/departments/staff-departements/itav/

Course duration: 14 weekly courses of each of about 2  hours, starts in the first period if there are sufficient applications (minimum 10 students).

ECTS: 4 (granting of ECTS is under the judgment of the faculty to which students have been applied).

Test: written exam in the first period and a oral test at the end.","This is a follow-up course of Beginners I, which includes the second part of the course book I and three lessons from book II.

The intended end level of Beginner II is the HSK exam (Chinese proficiency test) A2","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35267&&SIS_SwitchLang=en"
"SPM9448","Methods for Risk Analysis and Management","This course consists of three blocks following a risk analytical approach: (A) introduction, (B) analysis, (C) assessment, treatment and follow-up.
In block A Students will get familiar with the concepts and definition used in safety science and the basic steps of a risk analysis.
In block B the course will focus on identification of hazards and qualitative/semi quantitative risk analysis. A selection of methods is explored to get acquainted with its application and limitations. Quantitative risk analysis is covered in the course SPM9446.
In block C the assessment of the outcomes of a risk analysis are put central. This includes acceptance, stakeholder perspectives, decision making and monitoring.","After taking this course the student will have knowledge about:
* the basic concepts of safety science and risk analysis
* risk acceptance and decision making about risks
After following this course, the student will be able to:
* apply structured methods for risk identification and qualitative risk analysis
* define relevant data to collect to monitor safety","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35264&&SIS_SwitchLang=en"
"WI1000","Refresher Track","Goal is to brush up mathematical knowledge and more in particular algebraic skills that are being taught in the Dutch Vwo wiskunde B program. E.g. manipulating trigonometric formulas, logarithm functions, exponential functions, applying the chain rule, indefinite integrals, solving equations.","The student is able to perform elementary algebraic skills in the field of trigonometry, indefinite integrals, differentiation and equations in a quick and efficient manner.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35961&&SIS_SwitchLang=en"
"TM4111","Physical Transport Phenomena","Introduction to transport phenomena; Basic concepts of heat transfer; Fourier's Law and thermal conductivity, Conduction of heat in solids.","The student will be able to understand general principles of transport phenomena in particular heat conduction in solids

More specifically the student will be able to:
- analyse simple heat flow problems
- apply heat flow equations to practical cases and problems
- formulate a heat flow problem in terms of mathematical equations
- solve simplified heat flow problems in materials processing","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=36011&&SIS_SwitchLang=en"
"WB2631 T2 S","Finite Elements Methods (FEM) t.b.v. schakelopleiding","See info at WB2631.
This S-version is specifically intended for 'schakel'-students that require the FEA-course for their program.
NOTE: Students need to enroll in 'WB2631 (Q1)' as well","See info at WB2631.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35888&&SIS_SwitchLang=en"
"SPM9233","Organisation and Management- Decision Making","All organizations, big or small, public or private, national or international, take decisions on a daily basis. One would like to believe that such decisions - taken in and between organizations - are highly structured, well-planned and based on all the necessary information. In reality, information is often incomplete or contested by the multiple actors involved in decision making processes. Whether it is governments pushing through policies or companies trying to increase profits, rarely can a decision be made in isolation from competing interests, both within the organization and outside it. As a result, decisions often appear to be taken in a chaotic and ill-structured manner.

One of the primary purposes of this course is to make students realize that it is often impossible to reach decisions through rational problem solving and information processing. In many instances, carefully pre-conceived plans and hierarchically enforced decisions backfire. Even ministers or CEOs often cannot decide unilaterally but have to negotiate and make compromises. Decision making is characterized by permanent struggle and the exercise of both formal and informal power. In such situations, with many different actors that have a variety of interests yet are dependent on each other, rational problem solving is not only unattainable but also undesirable.

This course first of all introduces students to theoretical perspectives and models that help to describe how decisions are made in practice, i.e. what decision-makers really do, and explain why decisions are made in such a way, i.e. why decision makers actually do what they do. Beyond description and explanation, this course then acquaints students with how networks are structured and what strategies may be used in managing a variety of actors and interests. During the lectures students apply the theoretical perspectives and models to real-life examples of decision making. At the end of the course students is able to analyze decision making processes in networks, and to recognize (strategies for) decision making processes in a multi-actor context.","At the end of this course students will be able to:
- Understand and apply rational and political perspectives on decision making.
- Contrast the characteristics of networks with the characteristics of hierarchies, and recognize these in real life cases.
- Evaluate decision-making processes about complex problems in multi-actor settings, i.e. in networks and organizations.
- Recognize strategies for decision-making processes in networks and organizations.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35213&&SIS_SwitchLang=en"
"WM0373WB","The engineer in society","In this course you will explore the ethical and social aspects and problems related to technology and to your future work as professional or manager in the design, development, management or control of technology. You will be introduced to a range of relevant aspects and concepts, including the distinction between descriptive and normative reasoning, philosophical and professional ethics, values in design, responsibility within organisations, conflict of interest, responsible conduct of companies and the role of law. You will analyse ethical, legal and social problems of technology in relation to case studies, and you will explore possibilities for resolving, diminishing or preventing these problems. You will write a text on ethical, social or legal aspect of technology.","After having completed the course you:
 can better recognise and analyse ethical and social aspects and problems inherent in technology and in the work of professionals and managers active in the design, development, management and control of technology.
 have insight into how these ethical and social aspects and problems are related to legal, political and organisational backgrounds.
 are able to explore and assess possibilities for solving or diminishing existing and emerging ethical and social problems that attach to technology and the work of professionals and managers.
 can embed ethical and social reasoning into a technical project
 are better prepared to perform your future work as a professional or manager in the design, development, production and control of technology in an ethical and socially responsible way.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=37473&&SIS_SwitchLang=en"
"BM3106","Orthopedic Biomaterials","This interdisciplinary course is focused on orthopedic biomaterials and therapies for diseased bone and cartilage. Starting from key definitions and regulatory issues in the biomaterials field, the students will learn how biomaterials and tissues may interact at the bio-implant interface and what strategies can be undertaken to improve the biological performance of the orthopedic implants, thereby enhancing patient condition. The main achievements and limitations of existing total joint replacements are highlighted from a clinical perspective. The module is based on an interdisciplinary approach and includes lectures, case studies and seminars involving material scientists, biomedical engineers, biologists and clinicians.","At the end of the course, the students will be able to:
1. Define biomaterials and biocompatibility
2. Describe the main classes of orthopedic biomaterials with their advantages and disadvantages
3. Mention biomaterials surface properties that can influence the interactions at the bio-implant interface
4. Recognize the type of biomaterials used in orthopedic implants and justify their selection
5. Define stress shielding effect and osteolysis
6. Identify orthopedic implants and their intended use
7. Recognize the factors that influence the susceptibility for biomaterial-associated infections
8. Mention strategies to prevent biomaterial-associated infections
9. Describe the properties of bone and cartilage tissues
10. Recognize the role of cells, biomaterials and bioactives in tissue engineering
11. Describe in general terms the various tissue engineering approaches for bone and cartilage tissues.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=36010&&SIS_SwitchLang=en"
"BM3102A","Bewegingsapparaat: anatomie en sturing","Lectures: Biomechanics
 Equations of motion.
 Muscles: anatomy and physiology.
 Inverse and forward optimization of musculoskeletal models.
 Anatomy of the nervous system.
 Measurement techniques for joint biomechanics.

Lectures by Clinicians
 Diagnostics: clinical measures to quantify movement disorders. The role of new measurement techniques.
 Treatment: required knowledge of the movement system for effective treatment of the patient.
 Evaluation: did the patient recover from the chosen treatment? What are the shortcomings of existing recovery programs and how to improve? Are there new possibilities from technological devices (e.g. orthoses)?","Knowledge about the human movement system, movement disorders and clinical treatment.
Anatomy of the movement system (skeleton, muscles, nerves), measurement and analysis of movement, identification of parameters of the movement system, muscle-skeleton models.
Clinical relevance of technological developments, illustrated by Medical Experts.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=36008&&SIS_SwitchLang=en"
"TN4101BM","Medical Imaging","This course is part of the minor Biomedical Engineering.


The course consists of three topics that are taught simultaneously:
Imaging, Image Processing, Data Analysis.

Each topic will be treated in 2 hours of lectures and 3 hours of practicals during six weeks.
In other words there will be 3*6*(2+3)=90 lesson hours
and 6*28-90=78 hours needed for self education and exam.

Topic Imaging (dr F.M. Vos, Applied Physics):

1 Ultrasound imaging
2 X-ray and CT imaging
3 Principles of nuclear magnetic resonance (NMR)
4 Magnetic Resonance Imaging (MRI)
5 Conventional lightmicroscopy
6 Fluorescence and Confocal Microscopy

Image Processing (dr F.M. Vos, Applied Physics):

1 Introduction in digital images: sampling, quantization, connectivity;
point operations: histogram transformation, LUT's
2 Binary Morphology: logical operators, dilation, erosion,
opening, closing, propegation, skeletons
3 Linear translation invariant systems and convolution
smoothing, Gaussian derivative filters, sharpening
4 2D Discrete Fourier Transform (DFT) and
filtering in the Fourier-domain
5 Segmentation: edge detection and thresholding;
Image restauration: noise suppression
6 Image analysis

Pattern recognition (prof dr M. Loog, Electrical Engineering):

1. Introduction: image data, data representation en image analysis
2. Generalization : about how to learn from examples
3. Classification : how a computer learns from examples
4. Evaluation : how good is a computer ?
5. Case : computer aided diagnosis in medical image analysis","1. To acquire elementary knowledge of the fields of Medical Image Acquisition, Image Processing and Pattern Recognition.
2. To be able to solve elementary problems from the fields mentioned under 1.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=36009&&SIS_SwitchLang=en"
"WB3230","Signaalanalyse","This course treats the analysis, filtering and detection of signals influenced by linear-time invariant systems as they occur in typical mechanical and mechatronic applications. Signals will be considered in both deterministic and stochastic formulations. Special emphasis is put on discrete-time techniques that can be easily implemented in practice. The main topics of the course are:

1. Elementary properties of signals and systems (even, odd, linear, stable, causal, linear-phase, group-delay, all-pass, minimum-phase)
2. Fourier- and Hilbert-transform, one- and two-sided Laplace- and Z-transforms
3. Continuous-time low-/band-/high-pass filters
4. Modulation and demodulation
5. State observers
6. Sampling and interpolation
7. Design of discrete-time filters with finite impulse responses
8. Estimation of discrete-time power spectral densities
9. Detection of discrete-time signals in Gaussian noise","Students can

1. Evaluate if and explain why a signal or system possess an elementary property
2. Compute Fourier-, Laplace- and z-transforms using transform pairs and properties
3. Assess linear time-invariant systems in the transform domains
4. Specify continuous-time low-, band-, and high-pass filters that fulfill given specifications
5. Determine the envelope of an analytic signal using the Hilbert transform
6. Design a state observer
7. Choose sampling intervals and assess the effects of sampling and truncation
8. Design a discrete-time finite impulse response filter using windowing, frequency interpolation and the Wiener technique
9. Estimate power spectral densities and cross-densities from actual measurements using the periodogram, the Blackman-Tuckey and the Bartlett-Welch methods, and calculate the bias and the variance of these estimates
10. Derive optimal detection rules for a known signal in Gaussian noise","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=37955&&SIS_SwitchLang=en"
"WB2631 Toets 2","FEM","In this practicum the student uses a commercial finite element software to analyse a mechanical system.","The student is able to:

1. develop a linear finite element model based on standard continuum elements (beam, shell or volume elements), and use it to perform an analysis.

2. plan, execute, verify and interpret basic (static, linear-elastic) numerical analysis on 2D truss/beam constructions.

3. explain the approximate nature of the finite element method, and argue the choice of mesh density for specific applications.

4. interpret the results of a linear finite element calculation that is based on continuum elements with respect to the results of the analysis.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35516&&SIS_SwitchLang=en"
"WB2231","Project Mechatronica","Definition 1. Mechatronics is the synergistic combination of precision mechanical engineering, electronic control and systems thinking in the design of products and manufacturing processes. It relates to the design of systems, devices and products aimed at achieving an optimal balance between basic mechanical structure and its overall control.
In this course the students have the opportunity to design their own Mechatronic systems. To attain this goal, the students learn about electrical circuits, sensors and actuators. The students are taught how to design and implement digital and analog filters and simple controllers, how to interface with sensors and actuators, and how to model and reason about a mechatronic system design. All this new knowledge is illustrated in lab practical sessions, and put to practice in their self-selected projects.
To work on their projects and lab practicals, the students are provided with the necessary equipment: multimeter/oscilloscope, electronic components and micro controllers, to be able to work from home or at reserved spaces in the university.","The main objective of the course is to learn the basics of electronics, sensors and actu- ators, and put together this new knowledge with previous knowledge of mechanical design to construct mechatronic systems.
After successfully completing the course, the students will be able to:
(1) Recognize and design mechatronic systems, their electrical and mechanical compo- nents, and the interfacing components. i.e. sensors/actuators.
(2) Model the operation of mechatronic systems as Finite State Machines.
(3) Analyze passive electrical circuits (RLC), employing the concept of impedance,
Kirchoff laws and Thevening equivalents.
(4) Analyze active circuits with Operational Amplifiers, and diodes.
(5) Employ typical circuits employing transistors and h-bridges for the power supply to actuators.
(6) Design low-pass, high-pass and band-pass filters as both passive and active electrical circuits.
(7) Draw Bode-plots of simple circuits.
(8) Implement PID controllers as analog electrical circuits and digital micro-controller implemetations.
(9) Recognize, classify and analyze the operation of different types of transducers: sensors and actuators; especially: rekstrokjes, inductive sensors, capacitive sensors, DC-motors, and step-motors.
(10) Use Pulse-Width-Modulation.
(11) Employ in practice DC-motors, step-motors, rekstrokjes, inductive and capacitive sensors with adequate conditioning circuits.
(12) Program embedded computing devices, specifically Arduino systems, both in Ar- duino C, and through Matlab/Simulink.
(13) Use measurement devices, specifically the NI MyDAQ instrument.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35518&&SIS_SwitchLang=en"
"MT3420","Elektrische Systemen","Principles of electrical energy systems and controls in ship propulsion system.","See Dutch version.","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=37968&&SIS_SwitchLang=en"
"MT2434 Toets 2","Ethiek en Veiligheid","Onderdeel 1 - Veiligheidskunde

Het onderdeel veiligheidskunde is erop gericht een bewustzijn op te bouwen van de risico's in de dagelijkse praktijk en inzicht te geven in instrumenten om die risico's te identificeren en te beheersen.
Als introductie tot de veiligheidskunde wordt ingegaan op:
 Bewustwording van gevaren en risico's, met een oefening die ingaat op de vraag hoe veiligheid wordt gewaarborgd door middel van regelgeving,
 Een eenvoudige methode voor het systematisch analyseren van ongevallen.
Aansluitend hierop moet een uitgebreide case worden uitgewerkt, die in combinatie met Ethiek wordt voorgelegd.
Vanuit die lijn zijn de leerdoelen geformuleerd die, met op de discipline afgestemde cases, worden geadstrueerd.

Onderdeel 2 - Ethiek

Het ethiek onderdeel richt zich op de vaardigheden die nodig zijn om ethische en maatschappelijke problemen, waarmee ingenieurs in hun beroepspraktijk te maken kunnen krijgen, te herkennen en er verantwoordelijk mee om te gaan.
Als introductie tot de Ethiek wordt ingegaan op:
 Het verwerven van (achtergrond) kennis en (cognitieve) vaardigheden die noodzakelijk zijn voor het herkennen, analyseren, en oplossingsgericht redeneren over, en bediscussiren van ethische en maatschappelijke problemen waarmee ingenieurs in de beroepspraktijk te maken krijgen.
 Het in staat zijn tot zelfstandige gefundeerde oordeelsvorming over deze problemen en over mogelijke of voorgestelde oplossingsrichtingen.
 Het bevorderen van maatschappelijk verantwoordelijkheidsbesef en voorbereiding op een maatschappelijk verantwoorde beroepsuitoefening.
Aansluitend hierop moet een uitgebreide case worden uitgewerkt, die in combinatie met Veiligheidskunde wordt voorgelegd.
Vanuit deze insteek zijn de leerdoelen geformuleerd, die met op de discipline afgestemde cases worden toegelicht.

Onderdeel 3 - Case 'Herald of Free Entrerprise' (V & E)

Integraal toepassen van de bij Ethiek en Veiligheid verworven inzichten bij het analyseren van het in de maritieme wereld veelbesproken ongeluk met de 'Herald of Free Entrerprise'","De student kan:
(Veiligheidskunde)
1) de gangbare definities van gevaar en risico reproduceren en hun betekenis voor ontwerp en gebruik van technische systemen illustreren
2) enkele belangrijke risicorichtlijnen en -normen (b.v. machinerichtlijn) weergeven
3) onderkennen dat gevaren en risico's rond bestaande of nieuwe ontwerpen of systemen kunnen worden gedentificeerd door gebruik te maken van enkele veelgebruikte analyse- of model technieken zoals het H-B-T (Hazard- Barrier- Target) model, FMEA (Failure Mode and Effect Analysis) en HAZID (Hazard Identification), HAZOP (Hazard and Operability study)
4) de interactie tussen mens en machine als bron van falen herkennen
5) risico's modelleren met boomtechnieken (Foutenboom, Gebeurtenissenboom, het BowTie model) die ook ten grondslag liggen aan Kwantitatieve Risico Analyse
6) de problemen onderscheiden die verbonden zijn aan het afleiden van kwantitatieve gegevens
(Ethiek)
7) de verschillende manieren herkennen waarop begrippen als verantwoordelijkheid en morele of maatschappelijke verantwoordelijkheid in het taalgebruik gehanteerd worden, en de verschillende opvattingen over de verantwoordelijkheid van ingenieurs
8) de mogelijke functies en beperkingen van beroepscodes verwoorden
9) de barrires herkennen die ingenieurs veelal ondervinden in de beroepspraktijk als ze verantwoord willen handelen
10) reflecteren op het vergroten van de ethische aanvaardbaarheid van risico's door ontwerpaanpassingen
11) argumenten formuleren en verdedigen ten aanzien van verantwoordelijkheid en aansprakelijkheid van actoren","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35570&&SIS_SwitchLang=en"
"WB2630","Advanced Mechanics","See the respective parts T1 and T2","See the respective parts T1 and T2","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35504&&SIS_SwitchLang=en"
"WB2630 Toets 1","Advanced Dynamics","1) Kinematics of a rigid body in 3D
a. Description of single and successive 3D rotations via Euler angles, rotation matrices, axis and angle of rotation.
b. Angular velocity and instantaneous axis of rotation
c. Absolute and relative motion

2) Kinetics of a rigid body in 3D
a. The inertia tensor
b. Principle of work & energy
c. Newton-Euler equations
d. Free rotational motion, gyroscopic effects

3) Systems with n degrees of freedom
a. Generalized coordinates
b. Principle of virtual work
c. Lagrange's equations

4) Introduction to numerical methods
a. Conversion of equations of motion into first-order ordinary differential equations
b. Numerical integration methods","Kinematics of a rigid body in 3D
The student is able to
 describe rotations of a rigid body in 3D via Euler angles, rotation matrices, and the principal axis of rotation.
 transform one description of rotations into the other, and re-write successive rotations as a single rotation in the different representations.
 describe angular velocity of a rigid body in 3D and find the instantaneous axis of rotation

Kinetics of a rigid body in 3D
The student is able to
 find the inertia tensor for a rigid body via integration
 analyze the inertia tensor and find the principal axes
 derive the equations of motion for a rigid body in 3D using the principle of work and energy or using the Newton-Euler equations
 recognize and explain gyroscopic effects

Systems with n degrees of freedom
The student is able to
 describe general motion of systems of particles and of rigid bodies in generalized coordinates in 2D and 3D
 apply the principle of virtual work to derive the equations of motion for systems of particles and rigid bodies in 2D and 3D
 formulate kinetic and potential energy for systems of particles and for rigid bodies in generalized coordinates
 apply Lagrange's methods to systems of particles and to rigid bodies to obtain the equations of motion
 Recognize conservative systems

Introduction to numerical methods
The student is able to
 convert equations of motion obtained with the treated methods into first-order ordinary differential equations
 apply numerical integration methods to approximate the solution of the equations of motion","http://www.studiegids.tudelft.nl/a101_displayCourse.do?course_id=35505&&SIS_SwitchLang=en"
